zip,city,state_id
11693,Far Rockaway,NY
11694,Rockaway Park,NY
11697,Breezy Point,NY
11701,Amityville,NY
11702,Babylon,NY
11703,North Babylon,NY
11704,West Babylon,NY
11705,Bayport,NY
11706,Bay Shore,NY
11709,Bayville,NY
11710,Bellmore,NY
11713,Bellport,NY
11714,Bethpage,NY
11715,Blue Point,NY
11716,Bohemia,NY
11717,Brentwood,NY
11718,Brightwaters,NY
11719,Brookhaven,NY
11720,Centereach,NY
11721,Centerport,NY
11722,Central Islip,NY
11724,Cold Spring Harbor,NY
11725,Commack,NY
11726,Copiague,NY
11727,Coram,NY
11729,Deer Park,NY
11730,East Islip,NY
11731,East Northport,NY
11732,East Norwich,NY
11733,East Setauket,NY
11735,Farmingdale,NY
11738,Farmingville,NY
11739,Great River,NY
11740,Greenlawn,NY
11741,Holbrook,NY
11742,Holtsville,NY
11743,Huntington,NY
11746,Huntington Station,NY
11747,Melville,NY
11749,Islandia,NY
11751,Islip,NY
11752,Islip Terrace,NY
11753,Jericho,NY
11754,Kings Park,NY
11755,Lake Grove,NY
11756,Levittown,NY
11757,Lindenhurst,NY
11758,Massapequa,NY
11762,Massapequa Park,NY
11763,Medford,NY
11764,Miller Place,NY
11765,Mill Neck,NY
11766,Mount Sinai,NY
11767,Nesconset,NY
11768,Northport,NY
11769,Oakdale,NY
11770,Ocean Beach,NY
11771,Oyster Bay,NY
11772,Patchogue,NY
11776,Port Jefferson Station,NY
11777,Port Jefferson,NY
11778,Rocky Point,NY
11779,Ronkonkoma,NY
11780,Saint James,NY
11782,Sayville,NY
11783,Seaford,NY
11784,Selden,NY
11786,Shoreham,NY
11787,Smithtown,NY
11788,Hauppauge,NY
11789,Sound Beach,NY
11790,Stony Brook,NY
11791,Syosset,NY
11792,Wading River,NY
11793,Wantagh,NY
11794,Stony Brook,NY
11795,West Islip,NY
11796,West Sayville,NY
11797,Woodbury,NY
11798,Wyandanch,NY
11801,Hicksville,NY
11803,Plainview,NY
11804,Old Bethpage,NY
11901,Riverhead,NY
11930,Amagansett,NY
11931,Aquebogue,NY
11932,Bridgehampton,NY
11933,Calverton,NY
11934,Center Moriches,NY
11935,Cutchogue,NY
11937,East Hampton,NY
11939,East Marion,NY
11940,East Moriches,NY
11941,Eastport,NY
11942,East Quogue,NY
11944,Greenport,NY
11946,Hampton Bays,NY
11947,Jamesport,NY
11948,Laurel,NY
11949,Manorville,NY
11950,Mastic,NY
11951,Mastic Beach,NY
11952,Mattituck,NY
11953,Middle Island,NY
11954,Montauk,NY
11955,Moriches,NY
11956,New Suffolk,NY
11957,Orient,NY
11958,Peconic,NY
11959,Quogue,NY
11960,Remsenburg,NY
11961,Ridge,NY
11962,Sagaponack,NY
11963,Sag Harbor,NY
11964,Shelter Island,NY
11965,Shelter Island Heights,NY
11967,Shirley,NY
11968,Southampton,NY
11970,South Jamesport,NY
11971,Southold,NY
11972,Speonk,NY
11973,Upton,NY
11975,Wainscott,NY
11976,Water Mill,NY
11977,Westhampton,NY
11978,Westhampton Beach,NY
11980,Yaphank,NY
12007,Alcove,NY
12008,Alplaus,NY
12009,Altamont,NY
12010,Amsterdam,NY
12015,Athens,NY
12017,Austerlitz,NY
12018,Averill Park,NY
12019,Ballston Lake,NY
12020,Ballston Spa,NY
12022,Berlin,NY
12023,Berne,NY
12024,Brainard,NY
12025,Broadalbin,NY
12027,Burnt Hills,NY
12028,Buskirk,NY
12029,Canaan,NY
12031,Carlisle,NY
12032,Caroga Lake,NY
12033,Castleton On Hudson,NY
12035,Central Bridge,NY
12036,Charlotteville,NY
12037,Chatham,NY
12040,Cherry Plain,NY
12041,Clarksville,NY
12042,Climax,NY
12043,Cobleskill,NY
12045,Coeymans,NY
12046,Coeymans Hollow,NY
12047,Cohoes,NY
12051,Coxsackie,NY
12052,Cropseyville,NY
12053,Delanson,NY
12054,Delmar,NY
12056,Duanesburg,NY
12057,Eagle Bridge,NY
12058,Earlton,NY
12059,East Berne,NY
12060,East Chatham,NY
12061,East Greenbush,NY
12062,East Nassau,NY
12063,East Schodack,NY
12064,East Worcester,NY
12065,Clifton Park,NY
12066,Esperance,NY
12067,Feura Bush,NY
12068,Fonda,NY
12069,Fort Hunter,NY
12070,Fort Johnson,NY
12071,Fultonham,NY
12072,Fultonville,NY
12074,Galway,NY
12075,Ghent,NY
12076,Gilboa,NY
12077,Glenmont,NY
12078,Gloversville,NY
12083,Greenville,NY
12084,Guilderland,NY
12085,Guilderland Center,NY
12086,Hagaman,NY
12087,Hannacroix,NY
12089,Hoosick,NY
12090,Hoosick Falls,NY
12092,Howes Cave,NY
12093,Jefferson,NY
12094,Johnsonville,NY
12095,Johnstown,NY
12106,Kinderhook,NY
12108,Lake Pleasant,NY
12110,Latham,NY
12115,Malden Bridge,NY
12116,Maryland,NY
12117,Mayfield,NY
12118,Mechanicville,NY
12120,Medusa,NY
12121,Melrose,NY
12122,Middleburgh,NY
12123,Nassau,NY
12124,New Baltimore,NY
12125,New Lebanon,NY
12130,Niverville,NY
12131,North Blenheim,NY
12132,North Chatham,NY
12134,Northville,NY
12136,Old Chatham,NY
12137,Pattersonville,NY
12138,Petersburg,NY
12139,Piseco,NY
12140,Poestenkill,NY
12143,Ravena,NY
12144,Rensselaer,NY
12147,Rensselaerville,NY
12148,Rexford,NY
12149,Richmondville,NY
12150,Rotterdam Junction,NY
12151,Round Lake,NY
12153,Sand Lake,NY
12154,Schaghticoke,NY
12155,Schenevus,NY
12156,Schodack Landing,NY
12157,Schoharie,NY
12158,Selkirk,NY
12159,Slingerlands,NY
12160,Sloansville,NY
12161,South Bethlehem,NY
12164,Speculator,NY
12165,Spencertown,NY
12166,Sprakers,NY
12167,Stamford,NY
12168,Stephentown,NY
12169,Stephentown,NY
12170,Stillwater,NY
12172,Stottville,NY
12173,Stuyvesant,NY
12174,Stuyvesant Falls,NY
12175,Summit,NY
12176,Surprise,NY
12177,Tribes Hill,NY
12180,Troy,NY
12182,Troy,NY
12183,Troy,NY
12184,Valatie,NY
12185,Valley Falls,NY
12186,Voorheesville,NY
12187,Warnerville,NY
12188,Waterford,NY
12189,Watervliet,NY
12190,Wells,NY
12192,West Coxsackie,NY
12193,Westerlo,NY
12194,West Fulton,NY
12195,West Lebanon,NY
12196,West Sand Lake,NY
12197,Worcester,NY
12198,Wynantskill,NY
12202,Albany,NY
12203,Albany,NY
12204,Albany,NY
12205,Albany,NY
12206,Albany,NY
12207,Albany,NY
12208,Albany,NY
12209,Albany,NY
12210,Albany,NY
12211,Albany,NY
12222,Albany,NY
12302,Schenectady,NY
12303,Schenectady,NY
12304,Schenectady,NY
12305,Schenectady,NY
12306,Schenectady,NY
12307,Schenectady,NY
12308,Schenectady,NY
12309,Schenectady,NY
12401,Kingston,NY
12404,Accord,NY
12405,Acra,NY
12406,Arkville,NY
12407,Ashland,NY
12409,Bearsville,NY
12410,Big Indian,NY
12411,Bloomington,NY
12412,Boiceville,NY
12413,Cairo,NY
12414,Catskill,NY
12416,Chichester,NY
12417,Connelly,NY
12418,Cornwallville,NY
12419,Cottekill,NY
12420,Cragsmoor,NY
12421,Denver,NY
12422,Durham,NY
12423,East Durham,NY
12424,East Jewett,NY
12427,Elka Park,NY
12428,Ellenville,NY
12429,Esopus,NY
12430,Fleischmanns,NY
12431,Freehold,NY
12432,Glasco,NY
12433,Glenford,NY
12434,Grand Gorge,NY
12435,Greenfield Park,NY
12436,Haines Falls,NY
12438,Halcottsville,NY
12439,Hensonville,NY
12440,High Falls,NY
12441,Highmount,NY
12442,Hunter,NY
12443,Hurley,NY
12444,Jewett,NY
12446,Kerhonkson,NY
12448,Lake Hill,NY
12449,Lake Katrine,NY
12450,Lanesville,NY
12451,Leeds,NY
12452,Lexington,NY
12453,Malden On Hudson,NY
12454,Maplecrest,NY
12455,Margaretville,NY
12456,Mount Marion,NY
12457,Mount Tremper,NY
12458,Napanoch,NY
12459,New Kingston,NY
12460,Oak Hill,NY
12461,Olivebridge,NY
12463,Palenville,NY
12464,Phoenicia,NY
12465,Pine Hill,NY
12466,Port Ewen,NY
12468,Prattsville,NY
12469,Preston Hollow,NY
12470,Purling,NY
12471,Rifton,NY
12472,Rosendale,NY
12473,Round Top,NY
12474,Roxbury,NY
12475,Ruby,NY
12477,Saugerties,NY
12480,Shandaken,NY
12481,Shokan,NY
12482,South Cairo,NY
12483,Spring Glen,NY
12484,Stone Ridge,NY
12485,Tannersville,NY
12486,Tillson,NY
12487,Ulster Park,NY
12489,Wawarsing,NY
12490,West Camp,NY
12491,West Hurley,NY
12492,West Kill,NY
12493,West Park,NY
12494,West Shokan,NY
12495,Willow,NY
12496,Windham,NY
12498,Woodstock,NY
12501,Amenia,NY
12502,Ancram,NY
12503,Ancramdale,NY
12504,Annandale On Hudson,NY
12507,Barrytown,NY
12508,Beacon,NY
12512,Chelsea,NY
12513,Claverack,NY
12514,Clinton Corners,NY
12515,Clintondale,NY
12516,Copake,NY
12517,Copake Falls,NY
12518,Cornwall,NY
12520,Cornwall On Hudson,NY
12521,Craryville,NY
12522,Dover Plains,NY
12523,Elizaville,NY
12524,Fishkill,NY
12525,Gardiner,NY
12526,Germantown,NY
12527,Glenham,NY
12528,Highland,NY
12529,Hillsdale,NY
12530,Hollowville,NY
12531,Holmes,NY
12533,Hopewell Junction,NY
12534,Hudson,NY
12538,Hyde Park,NY
12540,Lagrangeville,NY
12542,Marlboro,NY
12543,Maybrook,NY
12545,Millbrook,NY
12546,Millerton,NY
12547,Milton,NY
12548,Modena,NY
12549,Montgomery,NY
12550,Newburgh,NY
12553,New Windsor,NY
12561,New Paltz,NY
12563,Patterson,NY
12564,Pawling,NY
12565,Philmont,NY
12566,Pine Bush,NY
12567,Pine Plains,NY
12569,Pleasant Valley,NY
12570,Poughquag,NY
12571,Red Hook,NY
12572,Rhinebeck,NY
12574,Rhinecliff,NY
12575,Rock Tavern,NY
12577,Salisbury Mills,NY
12578,Salt Point,NY
12580,Staatsburg,NY
12581,Stanfordville,NY
12582,Stormville,NY
12583,Tivoli,NY
12585,Verbank,NY
12586,Walden,NY
12589,Wallkill,NY
12590,Wappingers Falls,NY
12592,Wassaic,NY
12594,Wingdale,NY
12601,Poughkeepsie,NY
12603,Poughkeepsie,NY
12604,Poughkeepsie,NY
12701,Monticello,NY
12719,Barryville,NY
12720,Bethel,NY
12721,Bloomingburg,NY
12722,Burlingham,NY
12723,Callicoon,NY
12724,Callicoon Center,NY
12725,Claryville,NY
12726,Cochecton,NY
12729,Cuddebackville,NY
12732,Eldred,NY
12733,Fallsburg,NY
12734,Ferndale,NY
12736,Fremont Center,NY
12737,Glen Spey,NY
12738,Glen Wild,NY
12740,Grahamsville,NY
12741,Hankins,NY
12742,Harris,NY
12743,Highland Lake,NY
12745,Hortonville,NY
12746,Huguenot,NY
12747,Hurleyville,NY
12748,Jeffersonville,NY
12749,Kauneonga Lake,NY
12750,Kenoza Lake,NY
12751,Kiamesha Lake,NY
12752,Lake Huntington,NY
12754,Liberty,NY
12758,Livingston Manor,NY
12759,Loch Sheldrake,NY
12760,Long Eddy,NY
12762,Mongaup Valley,NY
12763,Mountain Dale,NY
12764,Narrowsburg,NY
12765,Neversink,NY
12766,North Branch,NY
12767,Obernburg,NY
12768,Parksville,NY
12769,Phillipsport,NY
12770,Pond Eddy,NY
12771,Port Jervis,NY
12775,Rock Hill,NY
12776,Roscoe,NY
12777,Forestburgh,NY
12778,Smallwood,NY
12779,South Fallsburg,NY
12780,Sparrow Bush,NY
12781,Summitville,NY
12783,Swan Lake,NY
12784,Thompsonville,NY
12785,Westbrookville,NY
12786,White Lake,NY
12787,White Sulphur Springs,NY
12788,Woodbourne,NY
12789,Woodridge,NY
12790,Wurtsboro,NY
12791,Youngsville,NY
12792,Yulan,NY
12801,Glens Falls,NY
12803,South Glens Falls,NY
12804,Queensbury,NY
12808,Adirondack,NY
12809,Argyle,NY
12810,Athol,NY
12811,Bakers Mills,NY
12812,Blue Mountain Lake,NY
12814,Bolton Landing,NY
12815,Brant Lake,NY
12816,Cambridge,NY
12817,Chestertown,NY
12819,Clemons,NY
12821,Comstock,NY
12822,Corinth,NY
12823,Cossayuna,NY
12824,Diamond Point,NY
12827,Fort Ann,NY
12828,Fort Edward,NY
12831,Gansevoort,NY
12832,Granville,NY
12833,Greenfield Center,NY
12834,Greenwich,NY
12835,Hadley,NY
12836,Hague,NY
12837,Hampton,NY
12838,Hartford,NY
12839,Hudson Falls,NY
12841,Huletts Landing,NY
12842,Indian Lake,NY
12843,Johnsburg,NY
12844,Kattskill Bay,NY
12845,Lake George,NY
12846,Lake Luzerne,NY
12847,Long Lake,NY
12849,Middle Granville,NY
12850,Middle Grove,NY
12851,Minerva,NY
12852,Newcomb,NY
12853,North Creek,NY
12855,North Hudson,NY
12856,North River,NY
12857,Olmstedville,NY
12858,Paradox,NY
12859,Porter Corners,NY
12860,Pottersville,NY
12861,Putnam Station,NY
12862,Riparius,NY
12863,Rock City Falls,NY
12864,Sabael,NY
12865,Salem,NY
12866,Saratoga Springs,NY
12870,Schroon Lake,NY
12871,Schuylerville,NY
12872,Severance,NY
12873,Shushan,NY
12874,Silver Bay,NY
12878,Stony Creek,NY
12883,Ticonderoga,NY
12884,Victory Mills,NY
12885,Warrensburg,NY
12886,Wevertown,NY
12887,Whitehall,NY
12901,Plattsburgh,NY
12903,Plattsburgh,NY
12910,Altona,NY
12911,Keeseville,NY
12912,Au Sable Forks,NY
12913,Bloomingdale,NY
12914,Bombay,NY
12916,Brushton,NY
12917,Burke,NY
12918,Cadyville,NY
12919,Champlain,NY
12920,Chateaugay,NY
12921,Chazy,NY
12922,Childwold,NY
12923,Churubusco,NY
12924,Keeseville,NY
12926,Constable,NY
12927,Cranberry Lake,NY
12928,Crown Point,NY
12929,Dannemora,NY
12930,Dickinson Center,NY
12932,Elizabethtown,NY
12933,Ellenburg,NY
12934,Ellenburg Center,NY
12935,Ellenburg Depot,NY
12936,Essex,NY
12937,Fort Covington,NY
12939,Gabriels,NY
12941,Jay,NY
12942,Keene,NY
12943,Keene Valley,NY
12944,Keeseville,NY
12945,Lake Clear,NY
12946,Lake Placid,NY
12950,Lewis,NY
12952,Lyon Mountain,NY
12953,Malone,NY
12955,Lyon Mountain,NY
12956,Mineville,NY
12957,Moira,NY
12958,Mooers,NY
12959,Mooers Forks,NY
12960,Moriah,NY
12961,Moriah Center,NY
12962,Morrisonville,NY
12964,New Russia,NY
12965,Nicholville,NY
12966,North Bangor,NY
12967,North Lawrence,NY
12969,Owls Head,NY
12970,Paul Smiths,NY
12972,Peru,NY
12973,Piercefield,NY
12974,Port Henry,NY
12975,Port Kent,NY
12976,Rainbow Lake,NY
12977,Ray Brook,NY
12978,Redford,NY
12979,Rouses Point,NY
12980,Saint Regis Falls,NY
12981,Saranac,NY
12983,Saranac Lake,NY
12985,Schuyler Falls,NY
12986,Tupper Lake,NY
12987,Upper Jay,NY
12989,Vermontville,NY
12992,West Chazy,NY
12993,Westport,NY
12996,Willsboro,NY
12997,Wilmington,NY
12998,Witherbee,NY
13020,Apulia Station,NY
13021,Auburn,NY
13024,Auburn,NY
13026,Aurora,NY
13027,Baldwinsville,NY
13028,Bernhards Bay,NY
13029,Brewerton,NY
13030,Bridgeport,NY
13031,Camillus,NY
13032,Canastota,NY
13033,Cato,NY
13034,Cayuga,NY
13035,Cazenovia,NY
13036,Central Square,NY
13037,Chittenango,NY
13039,Cicero,NY
13040,Cincinnatus,NY
13041,Clay,NY
13042,Cleveland,NY
13044,Constantia,NY
13045,Cortland,NY
13051,Delphi Falls,NY
13052,De Ruyter,NY
13053,Dryden,NY
13054,Durhamville,NY
13057,East Syracuse,NY
13060,Elbridge,NY
13061,Erieville,NY
13062,Etna,NY
13063,Fabius,NY
13064,Fair Haven,NY
13066,Fayetteville,NY
13068,Freeville,NY
13069,Fulton,NY
13071,Genoa,NY
13072,Georgetown,NY
13073,Groton,NY
13074,Hannibal,NY
13076,Hastings,NY
13077,Homer,NY
13078,Jamesville,NY
13080,Jordan,NY
13081,King Ferry,NY
13082,Kirkville,NY
13083,Lacona,NY
13084,La Fayette,NY
13087,Little York,NY
13088,Liverpool,NY
13090,Liverpool,NY
13092,Locke,NY
13101,Mc Graw,NY
13102,Mc Lean,NY
13103,Mallory,NY
13104,Manlius,NY
13108,Marcellus,NY
13110,Marietta,NY
13111,Martville,NY
13112,Memphis,NY
13113,Meridian,NY
13114,Mexico,NY
13115,Minetto,NY
13116,Minoa,NY
13117,Montezuma,NY
13118,Moravia,NY
13120,Nedrow,NY
13122,New Woodstock,NY
13123,North Bay,NY
13124,North Pitcher,NY
13126,Oswego,NY
13131,Parish,NY
13132,Pennellville,NY
13134,Peterboro,NY
13135,Phoenix,NY
13136,Pitcher,NY
13138,Pompey,NY
13140,Port Byron,NY
13141,Preble,NY
13142,Pulaski,NY
13143,Red Creek,NY
13144,Richland,NY
13145,Sandy Creek,NY
13146,Savannah,NY
13147,Scipio Center,NY
13148,Seneca Falls,NY
13152,Skaneateles,NY
13153,Skaneateles Falls,NY
13155,South Otselic,NY
13156,Sterling,NY
13157,Sylvan Beach,NY
13158,Truxton,NY
13159,Tully,NY
13160,Union Springs,NY
13162,Verona Beach,NY
13163,Wampsville,NY
13164,Warners,NY
13165,Waterloo,NY
13166,Weedsport,NY
13167,West Monroe,NY
13202,Syracuse,NY
13203,Syracuse,NY
13204,Syracuse,NY
13205,Syracuse,NY
13206,Syracuse,NY
13207,Syracuse,NY
13208,Syracuse,NY
13209,Syracuse,NY
13210,Syracuse,NY
13211,Syracuse,NY
13212,Syracuse,NY
13214,Syracuse,NY
13215,Syracuse,NY
13219,Syracuse,NY
13224,Syracuse,NY
13290,Syracuse,NY
13301,Alder Creek,NY
13302,Altmar,NY
13303,Ava,NY
13304,Barneveld,NY
13305,Beaver Falls,NY
13308,Blossvale,NY
13309,Boonville,NY
13310,Bouckville,NY
13312,Brantingham,NY
13313,Bridgewater,NY
13314,Brookfield,NY
13315,Burlington Flats,NY
13316,Camden,NY
13317,Canajoharie,NY
13318,Cassville,NY
13319,Chadwicks,NY
13320,Cherry Valley,NY
13321,Clark Mills,NY
13322,Clayville,NY
13323,Clinton,NY
13324,Cold Brook,NY
13325,Constableville,NY
13326,Cooperstown,NY
13327,Croghan,NY
13328,Deansboro,NY
13329,Dolgeville,NY
13331,Eagle Bay,NY
13332,Earlville,NY
13333,East Springfield,NY
